scenario_id,scenario_type,parent_scenario_id,design_note,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,asymmetric_dimensions
A017,anchor,,long_horizon_low_step,1.25,0.3,64,80.0,24.0,56.0,21,21,0.3,0.3,6,6,0.1,0.1,0.1,0.1,9,9,0.0,0.0,0.1,0.1,
A018,anchor,,longest_horizon_mid_risk,2.0,0.7,16,32.0,22.4,9.600000000000001,28,28,0.5,0.5,12,12,0.3,0.3,0.3,0.3,12,12,0.3,0.3,0.3,0.3,
A019,anchor,,high_balk_low_threshold,3.1,0.5,32,99.2,49.6,49.6,14,14,0.0,0.0,4,4,0.5,0.5,0.7,0.7,4,4,0.5,0.5,0.5,0.5,
A020,anchor,,maximum_common_risk,4.0,0.5,32,128.0,64.0,64.0,14,14,0.3,0.3,6,6,0.7,0.7,0.7,0.7,6,6,0.7,0.7,0.7,0.7,
A021,anchor,,low_pressure_long_horizon,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,28,28,0.1,0.1,12,12,0.0,0.0,0.1,0.1,12,12,0.0,0.0,0.1,0.1,
A022,anchor,,high_pressure_short_horizon,4.0,0.9,16,64.0,57.6,6.399999999999999,7,7,0.5,0.5,4,4,0.5,0.5,0.7,0.7,4,4,0.5,0.5,0.7,0.7,
A023,anchor,,class1_minority_high_risk,3.1,0.1,32,99.2,9.920000000000002,89.28,21,21,0.3,0.3,9,9,0.3,0.3,0.7,0.7,6,6,0.3,0.3,0.7,0.7,
A024,anchor,,class1_majority_high_risk,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.3,0.3,9,9,0.3,0.3,0.7,0.7,6,6,0.3,0.3,0.7,0.7,
A025,anchor,,high_post_threshold_exposure,4.0,0.5,32,128.0,64.0,64.0,28,28,0.1,0.1,4,4,0.0,0.0,0.7,0.7,4,4,0.0,0.0,0.7,0.7,
A026,anchor,,low_post_threshold_exposure,2.0,0.5,32,64.0,32.0,32.0,14,14,0.1,0.1,12,12,0.0,0.0,0.7,0.7,12,12,0.0,0.0,0.7,0.7,
A027,anchor,,small_scale_balanced,1.25,0.5,16,20.0,10.0,10.0,21,21,0.0,0.0,6,6,0.0,0.0,0.3,0.3,9,9,0.0,0.0,0.3,0.3,
A028,anchor,,large_scale_balanced,1.25,0.5,64,80.0,40.0,40.0,21,21,0.0,0.0,6,6,0.0,0.0,0.3,0.3,9,9,0.0,0.0,0.3,0.3,
A029,anchor,,high_cancel_low_noshow,3.1,0.3,32,99.2,29.759999999999998,69.44,14,14,0.5,0.5,9,9,0.0,0.0,0.5,0.5,6,6,0.0,0.0,0.0,0.0,
A030,anchor,,low_cancel_high_noshow,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.0,0.0,9,9,0.0,0.0,0.5,0.5,6,6,0.5,0.5,0.7,0.7,
A031,anchor,,high_balk_low_noshow,3.1,0.5,32,99.2,49.6,49.6,14,14,0.1,0.1,6,6,0.3,0.3,0.7,0.7,9,9,0.0,0.0,0.1,0.1,
A032,anchor,,low_balk_high_noshow,3.1,0.5,32,99.2,49.6,49.6,14,14,0.1,0.1,6,6,0.0,0.0,0.1,0.1,9,9,0.3,0.3,0.7,0.7,
S001,sobol_symmetric,,scrambled_sobol,3.1,0.3,16,49.6,14.879999999999999,34.72,21,21,0.5,0.5,12,12,0.1,0.1,0.7,0.7,12,12,0.0,0.0,0.3,0.3,
S002,sobol_symmetric,,scrambled_sobol,1.25,0.7,64,80.0,56.0,24.000000000000004,7,7,0.1,0.1,4,4,0.0,0.0,0.7,0.7,4,4,0.3,0.3,0.7,0.7,
S003,sobol_symmetric,,scrambled_sobol,2.0,0.1,16,32.0,3.2,28.8,28,28,0.0,0.0,6,6,0.3,0.3,0.7,0.7,4,4,0.7,0.7,0.7,0.7,
S004,sobol_symmetric,,scrambled_sobol,4.0,0.9,64,256.0,230.4,25.599999999999994,14,14,0.3,0.3,9,9,0.0,0.0,0.0,0.0,9,9,0.3,0.3,0.3,0.3,
S005,sobol_symmetric,,scrambled_sobol,3.1,0.1,64,198.4,19.840000000000003,178.56,14,14,0.3,0.3,12,12,0.5,0.5,0.7,0.7,4,4,0.5,0.5,0.7,0.7,
S006,sobol_symmetric,,scrambled_sobol,1.25,0.9,16,20.0,18.0,1.9999999999999996,28,28,0.0,0.0,4,4,0.0,0.0,0.3,0.3,9,9,0.0,0.0,0.5,0.5,
S007,sobol_symmetric,,scrambled_sobol,0.8,0.5,32,25.6,12.8,12.8,7,7,0.1,0.1,4,4,0.3,0.3,0.5,0.5,4,4,0.0,0.0,0.0,0.0,
S008,sobol_symmetric,,scrambled_sobol,3.1,0.7,32,99.2,69.44,29.760000000000005,21,21,0.5,0.5,9,9,0.1,0.1,0.3,0.3,6,6,0.3,0.3,0.5,0.5,
S009,sobol_symmetric,,scrambled_sobol,2.0,0.3,32,64.0,19.2,44.8,28,28,0.1,0.1,9,9,0.7,0.7,0.7,0.7,4,4,0.5,0.5,0.5,0.5,
S010,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.5599999999999996,14,14,0.5,0.5,6,6,0.0,0.0,0.3,0.3,9,9,0.0,0.0,0.7,0.7,
S011,sobol_symmetric,,scrambled_sobol,1.25,0.3,64,80.0,24.0,56.0,21,21,0.3,0.3,4,4,0.3,0.3,0.7,0.7,12,12,0.0,0.0,0.0,0.0,
S012,sobol_symmetric,,scrambled_sobol,4.0,0.7,16,64.0,44.8,19.200000000000003,7,7,0.0,0.0,4,4,0.1,0.1,0.5,0.5,4,4,0.3,0.3,0.5,0.5,
S013,sobol_symmetric,,scrambled_sobol,4.0,0.5,16,64.0,32.0,32.0,7,7,0.0,0.0,4,4,0.3,0.3,0.3,0.3,4,4,0.0,0.0,0.3,0.3,
S014,sobol_symmetric,,scrambled_sobol,2.0,0.5,64,128.0,64.0,64.0,21,21,0.3,0.3,6,6,0.1,0.1,0.1,0.1,6,6,0.3,0.3,0.7,0.7,
S015,sobol_symmetric,,scrambled_sobol,0.8,0.1,16,12.8,1.2800000000000002,11.520000000000001,14,14,0.5,0.5,4,4,0.5,0.5,0.5,0.5,4,4,0.7,0.7,0.7,0.7,
S016,sobol_symmetric,,scrambled_sobol,3.1,0.9,64,198.4,178.56,19.839999999999996,28,28,0.1,0.1,12,12,0.0,0.0,0.1,0.1,9,9,0.0,0.0,0.7,0.7,
S017,sobol_symmetric,,scrambled_sobol,3.1,0.1,32,99.2,9.920000000000002,89.28,7,7,0.3,0.3,4,4,0.0,0.0,0.7,0.7,4,4,0.0,0.0,0.5,0.5,
S018,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.5599999999999996,21,21,0.0,0.0,9,9,0.1,0.1,0.5,0.5,9,9,0.5,0.5,0.5,0.5,
S019,sobol_symmetric,,scrambled_sobol,2.0,0.5,16,32.0,16.0,16.0,14,14,0.1,0.1,12,12,0.0,0.0,0.0,0.0,12,12,0.3,0.3,0.5,0.5,
S020,sobol_symmetric,,scrambled_sobol,4.0,0.5,64,256.0,128.0,128.0,28,28,0.5,0.5,4,4,0.3,0.3,0.7,0.7,6,6,0.0,0.0,0.0,0.0,
S021,sobol_symmetric,,scrambled_sobol,4.0,0.3,32,128.0,38.4,89.6,28,28,0.5,0.5,6,6,0.0,0.0,0.3,0.3,12,12,0.3,0.3,0.7,0.7,
S022,sobol_symmetric,,scrambled_sobol,1.25,0.7,16,20.0,14.0,6.000000000000001,14,14,0.1,0.1,9,9,0.7,0.7,0.7,0.7,6,6,0.0,0.0,0.3,0.3,
S023,sobol_symmetric,,scrambled_sobol,0.8,0.3,64,51.2,15.36,35.839999999999996,21,21,0.0,0.0,12,12,0.1,0.1,0.1,0.1,4,4,0.0,0.0,0.7,0.7,
S024,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.600000000000001,7,7,0.3,0.3,4,4,0.3,0.3,0.3,0.3,4,4,0.7,0.7,0.7,0.7,
S025,sobol_symmetric,,scrambled_sobol,2.0,0.3,64,128.0,38.4,89.6,14,14,0.0,0.0,4,4,0.0,0.0,0.5,0.5,12,12,0.3,0.3,0.7,0.7,
S026,sobol_symmetric,,scrambled_sobol,0.8,0.5,16,12.8,6.4,6.4,28,28,0.3,0.3,12,12,0.7,0.7,0.7,0.7,6,6,0.0,0.0,0.1,0.1,
S027,sobol_symmetric,,scrambled_sobol,1.25,0.1,64,80.0,8.0,72.0,7,7,0.5,0.5,4,4,0.1,0.1,0.3,0.3,4,4,0.3,0.3,0.3,0.3,
S028,sobol_symmetric,,scrambled_sobol,3.1,0.9,32,99.2,89.28,9.919999999999998,21,21,0.1,0.1,6,6,0.3,0.3,0.5,0.5,9,9,0.5,0.5,0.7,0.7,
S029,sobol_symmetric,,scrambled_sobol,4.0,0.1,16,64.0,6.4,57.6,21,21,0.1,0.1,4,4,0.0,0.0,0.7,0.7,4,4,0.0,0.0,0.3,0.3,
S030,sobol_symmetric,,scrambled_sobol,1.25,0.9,64,80.0,72.0,7.999999999999998,7,7,0.5,0.5,4,4,0.1,0.1,0.7,0.7,4,4,0.5,0.5,0.7,0.7,
S031,sobol_symmetric,,scrambled_sobol,1.25,0.3,32,40.0,12.0,28.0,28,28,0.3,0.3,9,9,0.0,0.0,0.1,0.1,12,12,0.3,0.3,0.3,0.3,
S032,sobol_symmetric,,scrambled_sobol,3.1,0.7,32,99.2,69.44,29.760000000000005,14,14,0.0,0.0,6,6,0.5,0.5,0.7,0.7,6,6,0.0,0.0,0.1,0.1,
S033,sobol_symmetric,,scrambled_sobol,3.1,0.1,64,198.4,19.840000000000003,178.56,7,7,0.5,0.5,4,4,0.0,0.0,0.0,0.0,4,4,0.5,0.5,0.5,0.5,
S034,sobol_symmetric,,scrambled_sobol,1.25,0.9,16,20.0,18.0,1.9999999999999996,21,21,0.1,0.1,9,9,0.5,0.5,0.5,0.5,12,12,0.0,0.0,0.5,0.5,
S035,sobol_symmetric,,scrambled_sobol,1.25,0.3,32,40.0,12.0,28.0,14,14,0.0,0.0,12,12,0.0,0.0,0.5,0.5,9,9,0.0,0.0,0.0,0.0,
S036,sobol_symmetric,,scrambled_sobol,4.0,0.7,32,128.0,89.6,38.400000000000006,28,28,0.3,0.3,4,4,0.1,0.1,0.5,0.5,4,4,0.3,0.3,0.5,0.5,
S037,sobol_symmetric,,scrambled_sobol,3.1,0.5,16,49.6,24.8,24.8,28,28,0.3,0.3,6,6,0.1,0.1,0.1,0.1,9,9,0.0,0.0,0.3,0.3,
S038,sobol_symmetric,,scrambled_sobol,1.25,0.5,64,80.0,40.0,40.0,14,14,0.0,0.0,9,9,0.3,0.3,0.3,0.3,4,4,0.3,0.3,0.7,0.7,
S039,sobol_symmetric,,scrambled_sobol,0.8,0.1,16,12.8,1.2800000000000002,11.520000000000001,21,21,0.1,0.1,12,12,0.0,0.0,0.3,0.3,6,6,0.7,0.7,0.7,0.7,
S040,sobol_symmetric,,scrambled_sobol,2.0,0.9,32,64.0,57.6,6.399999999999999,7,7,0.5,0.5,4,4,0.5,0.5,0.7,0.7,4,4,0.0,0.0,0.7,0.7,
S041,sobol_symmetric,,scrambled_sobol,2.0,0.3,16,32.0,9.6,22.4,14,14,0.1,0.1,4,4,0.1,0.1,0.3,0.3,9,9,0.0,0.0,0.1,0.1,
S042,sobol_symmetric,,scrambled_sobol,0.8,0.7,64,51.2,35.839999999999996,15.360000000000003,28,28,0.5,0.5,12,12,0.3,0.3,0.5,0.5,4,4,0.5,0.5,0.5,0.5,
S043,sobol_symmetric,,scrambled_sobol,1.25,0.3,16,20.0,6.0,14.0,7,7,0.3,0.3,4,4,0.0,0.0,0.5,0.5,4,4,0.5,0.5,0.7,0.7,
S044,sobol_symmetric,,scrambled_sobol,4.0,0.7,64,256.0,179.2,76.80000000000001,21,21,0.0,0.0,6,6,0.7,0.7,0.7,0.7,12,12,0.3,0.3,0.3,0.3,
S045,sobol_symmetric,,scrambled_sobol,4.0,0.1,32,128.0,12.8,115.2,21,21,0.0,0.0,4,4,0.0,0.0,0.1,0.1,6,6,0.5,0.5,0.7,0.7,
S046,sobol_symmetric,,scrambled_sobol,2.0,0.9,32,64.0,57.6,6.399999999999999,7,7,0.3,0.3,4,4,0.5,0.5,0.5,0.5,4,4,0.0,0.0,0.5,0.5,
S047,sobol_symmetric,,scrambled_sobol,0.8,0.5,64,51.2,25.6,25.6,28,28,0.5,0.5,9,9,0.0,0.0,0.7,0.7,9,9,0.0,0.0,0.1,0.1,
S048,sobol_symmetric,,scrambled_sobol,3.1,0.5,16,49.6,24.8,24.8,14,14,0.1,0.1,6,6,0.1,0.1,0.7,0.7,4,4,0.3,0.3,0.3,0.3,
S049,sobol_symmetric,,scrambled_sobol,3.1,0.5,64,198.4,99.2,99.2,21,21,0.3,0.3,12,12,0.3,0.3,0.7,0.7,9,9,0.3,0.3,0.7,0.7,
S050,sobol_symmetric,,scrambled_sobol,0.8,0.5,32,25.6,12.8,12.8,7,7,0.0,0.0,4,4,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.1,0.1,
S051,sobol_symmetric,,scrambled_sobol,2.0,0.1,64,128.0,12.8,115.2,28,28,0.1,0.1,6,6,0.1,0.1,0.7,0.7,6,6,0.0,0.0,0.7,0.7,
S052,sobol_symmetric,,scrambled_sobol,4.0,0.9,16,64.0,57.6,6.399999999999999,14,14,0.5,0.5,9,9,0.0,0.0,0.7,0.7,12,12,0.7,0.7,0.7,0.7,
S053,sobol_symmetric,,scrambled_sobol,4.0,0.1,32,128.0,12.8,115.2,14,14,0.5,0.5,12,12,0.3,0.3,0.5,0.5,6,6,0.0,0.0,0.5,0.5,
S054,sobol_symmetric,,scrambled_sobol,1.25,0.7,32,40.0,28.0,12.000000000000002,28,28,0.1,0.1,4,4,0.1,0.1,0.3,0.3,12,12,0.5,0.5,0.5,0.5,
S055,sobol_symmetric,,scrambled_sobol,0.8,0.3,16,12.8,3.84,8.959999999999999,7,7,0.0,0.0,4,4,0.5,0.5,0.7,0.7,4,4,0.3,0.3,0.3,0.3,
S056,sobol_symmetric,,scrambled_sobol,2.0,0.7,64,128.0,89.6,38.400000000000006,21,21,0.3,0.3,9,9,0.0,0.0,0.1,0.1,4,4,0.0,0.0,0.0,0.0,
S057,sobol_symmetric,,scrambled_sobol,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.0,0.0,9,9,0.3,0.3,0.5,0.5,6,6,0.0,0.0,0.5,0.5,
S058,sobol_symmetric,,scrambled_sobol,0.8,0.9,64,51.2,46.080000000000005,5.119999999999999,14,14,0.3,0.3,6,6,0.1,0.1,0.5,0.5,12,12,0.5,0.5,0.5,0.5,
S059,sobol_symmetric,,scrambled_sobol,1.25,0.3,32,40.0,12.0,28.0,21,21,0.5,0.5,4,4,0.7,0.7,0.7,0.7,9,9,0.3,0.3,0.5,0.5,
S060,sobol_symmetric,,scrambled_sobol,4.0,0.5,32,128.0,64.0,64.0,7,7,0.1,0.1,4,4,0.0,0.0,0.5,0.5,4,4,0.0,0.0,0.0,0.0,
S061,sobol_symmetric,,scrambled_sobol,4.0,0.3,64,256.0,76.8,179.2,7,7,0.1,0.1,4,4,0.5,0.5,0.5,0.5,4,4,0.3,0.3,0.5,0.5,
S062,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.600000000000001,21,21,0.5,0.5,6,6,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.3,0.3,
S063,sobol_symmetric,,scrambled_sobol,1.25,0.1,32,40.0,4.0,36.0,14,14,0.3,0.3,4,4,0.3,0.3,0.3,0.3,6,6,0.0,0.0,0.7,0.7,
S064,sobol_symmetric,,scrambled_sobol,3.1,0.9,16,49.6,44.64,4.959999999999999,28,28,0.0,0.0,12,12,0.1,0.1,0.1,0.1,12,12,0.7,0.7,0.7,0.7,
S065,sobol_symmetric,,scrambled_sobol,3.1,0.1,64,198.4,19.840000000000003,178.56,14,14,0.1,0.1,9,9,0.1,0.1,0.1,0.1,12,12,0.3,0.3,0.5,0.5,
S066,sobol_symmetric,,scrambled_sobol,1.25,0.9,16,20.0,18.0,1.9999999999999996,28,28,0.5,0.5,6,6,0.3,0.3,0.3,0.3,6,6,0.0,0.0,0.0,0.0,
S067,sobol_symmetric,,scrambled_sobol,2.0,0.5,64,128.0,64.0,64.0,7,7,0.3,0.3,4,4,0.0,0.0,0.3,0.3,4,4,0.0,0.0,0.5,0.5,
S068,sobol_symmetric,,scrambled_sobol,4.0,0.7,16,64.0,44.8,19.200000000000003,21,21,0.0,0.0,12,12,0.5,0.5,0.7,0.7,9,9,0.5,0.5,0.5,0.5,
S069,sobol_symmetric,,scrambled_sobol,4.0,0.3,32,128.0,38.4,89.6,21,21,0.0,0.0,9,9,0.0,0.0,0.0,0.0,4,4,0.0,0.0,0.7,0.7,
S070,sobol_symmetric,,scrambled_sobol,1.25,0.7,32,40.0,28.0,12.000000000000002,7,7,0.3,0.3,4,4,0.3,0.3,0.7,0.7,4,4,0.7,0.7,0.7,0.7,
S071,sobol_symmetric,,scrambled_sobol,0.8,0.1,16,12.8,1.2800000000000002,11.520000000000001,28,28,0.5,0.5,4,4,0.0,0.0,0.7,0.7,12,12,0.3,0.3,0.7,0.7,
S072,sobol_symmetric,,scrambled_sobol,3.1,0.9,64,198.4,178.56,19.839999999999996,14,14,0.1,0.1,12,12,0.1,0.1,0.5,0.5,6,6,0.0,0.0,0.3,0.3,
S073,sobol_symmetric,,scrambled_sobol,2.0,0.5,16,32.0,16.0,16.0,7,7,0.5,0.5,4,4,0.0,0.0,0.1,0.1,4,4,0.3,0.3,0.3,0.3,
S074,sobol_symmetric,,scrambled_sobol,0.8,0.5,64,51.2,25.6,25.6,21,21,0.1,0.1,4,4,0.5,0.5,0.5,0.5,9,9,0.5,0.5,0.7,0.7,
S075,sobol_symmetric,,scrambled_sobol,1.25,0.1,32,40.0,4.0,36.0,14,14,0.0,0.0,6,6,0.0,0.0,0.7,0.7,12,12,0.5,0.5,0.5,0.5,
S076,sobol_symmetric,,scrambled_sobol,4.0,0.9,32,128.0,115.2,12.799999999999997,28,28,0.3,0.3,9,9,0.1,0.1,0.7,0.7,6,6,0.0,0.0,0.1,0.1,
S077,sobol_symmetric,,scrambled_sobol,4.0,0.3,64,256.0,76.8,179.2,28,28,0.3,0.3,12,12,0.1,0.1,0.3,0.3,12,12,0.3,0.3,0.3,0.3,
S078,sobol_symmetric,,scrambled_sobol,2.0,0.7,16,32.0,22.4,9.600000000000001,14,14,0.0,0.0,4,4,0.3,0.3,0.5,0.5,6,6,0.0,0.0,0.1,0.1,
S079,sobol_symmetric,,scrambled_sobol,0.8,0.3,64,51.2,15.36,35.839999999999996,21,21,0.1,0.1,6,6,0.0,0.0,0.5,0.5,4,4,0.0,0.0,0.3,0.3,
S080,sobol_symmetric,,scrambled_sobol,3.1,0.7,32,99.2,69.44,29.760000000000005,7,7,0.5,0.5,4,4,0.7,0.7,0.7,0.7,4,4,0.5,0.5,0.7,0.7,
S081,sobol_symmetric,,scrambled_sobol,3.1,0.3,64,198.4,59.519999999999996,138.88,28,28,0.0,0.0,4,4,0.3,0.3,0.3,0.3,4,4,0.7,0.7,0.7,0.7,
S082,sobol_symmetric,,scrambled_sobol,0.8,0.7,16,12.8,8.959999999999999,3.8400000000000007,14,14,0.3,0.3,12,12,0.1,0.1,0.3,0.3,9,9,0.0,0.0,0.7,0.7,
S083,sobol_symmetric,,scrambled_sobol,2.0,0.1,32,64.0,6.4,57.6,21,21,0.5,0.5,9,9,0.5,0.5,0.7,0.7,12,12,0.0,0.0,0.1,0.1,
S084,sobol_symmetric,,scrambled_sobol,4.0,0.7,32,128.0,89.6,38.400000000000006,7,7,0.1,0.1,4,4,0.0,0.0,0.3,0.3,4,4,0.3,0.3,0.7,0.7,
S085,sobol_symmetric,,scrambled_sobol,4.0,0.1,16,64.0,6.4,57.6,7,7,0.1,0.1,4,4,0.3,0.3,0.7,0.7,4,4,0.0,0.0,0.1,0.1,
S086,sobol_symmetric,,scrambled_sobol,1.25,0.9,64,80.0,72.0,7.999999999999998,21,21,0.5,0.5,12,12,0.0,0.0,0.0,0.0,6,6,0.3,0.3,0.3,0.3,
S087,sobol_symmetric,,scrambled_sobol,0.8,0.5,32,25.6,12.8,12.8,14,14,0.3,0.3,9,9,0.1,0.1,0.7,0.7,4,4,0.5,0.5,0.7,0.7,
S088,sobol_symmetric,,scrambled_sobol,2.0,0.5,64,128.0,64.0,64.0,28,28,0.0,0.0,6,6,0.0,0.0,0.7,0.7,9,9,0.0,0.0,0.5,0.5,
S089,sobol_symmetric,,scrambled_sobol,2.0,0.1,16,32.0,3.2,28.8,21,21,0.3,0.3,6,6,0.5,0.5,0.5,0.5,12,12,0.0,0.0,0.0,0.0,
S090,sobol_symmetric,,scrambled_sobol,0.8,0.9,32,25.6,23.040000000000003,2.5599999999999996,7,7,0.0,0.0,4,4,0.0,0.0,0.1,0.1,4,4,0.3,0.3,0.5,0.5,
S091,sobol_symmetric,,scrambled_sobol,1.25,0.3,16,20.0,6.0,14.0,28,28,0.1,0.1,12,12,0.1,0.1,0.7,0.7,4,4,0.5,0.5,0.5,0.5,
S092,sobol_symmetric,,scrambled_sobol,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.5,0.5,4,4,0.1,0.1,0.1,0.1,9,9,0.0,0.0,0.5,0.5,
S093,sobol_symmetric,,scrambled_sobol,4.0,0.3,32,128.0,38.4,89.6,14,14,0.5,0.5,6,6,0.3,0.3,0.7,0.7,4,4,0.7,0.7,0.7,0.7,
S094,sobol_symmetric,,scrambled_sobol,2.0,0.5,32,64.0,32.0,32.0,28,28,0.1,0.1,9,9,0.1,0.1,0.5,0.5,9,9,0.0,0.0,0.7,0.7,
S095,sobol_symmetric,,scrambled_sobol,1.25,0.1,64,80.0,8.0,72.0,7,7,0.0,0.0,4,4,0.7,0.7,0.7,0.7,4,4,0.0,0.0,0.3,0.3,
S096,sobol_symmetric,,scrambled_sobol,3.1,0.9,16,49.6,44.64,4.959999999999999,21,21,0.3,0.3,4,4,0.0,0.0,0.3,0.3,6,6,0.3,0.3,0.7,0.7,
S097,sobol_symmetric,,scrambled_sobol,3.1,0.5,32,99.2,49.6,49.6,28,28,0.1,0.1,4,4,0.5,0.5,0.7,0.7,6,6,0.3,0.3,0.3,0.3,
S098,sobol_symmetric,,scrambled_sobol,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,14,14,0.5,0.5,12,12,0.0,0.0,0.3,0.3,12,12,0.5,0.5,0.7,0.7,
S099,sobol_symmetric,,scrambled_sobol,1.25,0.1,16,20.0,2.0,18.0,21,21,0.3,0.3,9,9,0.3,0.3,0.5,0.5,9,9,0.3,0.3,0.7,0.7,
S100,sobol_symmetric,,scrambled_sobol,4.0,0.9,64,256.0,230.4,25.599999999999994,7,7,0.0,0.0,4,4,0.1,0.1,0.3,0.3,4,4,0.0,0.0,0.1,0.1,
S101,sobol_symmetric,,scrambled_sobol,3.1,0.1,64,198.4,19.840000000000003,178.56,7,7,0.0,0.0,4,4,0.1,0.1,0.7,0.7,4,4,0.3,0.3,0.5,0.5,
S102,sobol_symmetric,,scrambled_sobol,1.25,0.9,16,20.0,18.0,1.9999999999999996,21,21,0.3,0.3,12,12,0.0,0.0,0.7,0.7,4,4,0.0,0.0,0.0,0.0,
S103,sobol_symmetric,,scrambled_sobol,0.8,0.3,64,51.2,15.36,35.839999999999996,14,14,0.5,0.5,9,9,0.3,0.3,0.7,0.7,6,6,0.0,0.0,0.5,0.5,
